translation,ayah_number,surah_number,sentence,en-tafsir-mokhtasar-html
"We created the heavens and the earth and all that lies between them, in six spans, and no weariness came upon Us.",37,50,وَلَقَدْ خَلَقْنَا ٱلسَّمَٰوَٰتِ وَٱلْأَرْضَ وَمَا بَيْنَهُمَا فِى سِتَّةِ أَيَّامٍ وَمَا مَسَّنَا مِن لُّغُوبٍ,"And I created the heavens and I created the earth and whatever is between the heavens and the earth in six days, despite My power to create them in one moment, and I was not affected by tiredness as the Jews say."
"So you bear with patience what they say, and sing the praises of your Lord before the rising of the sun and its setting,",38,50,فَٱصْبِرْ عَلَىٰ مَا يَقُولُونَ وَسَبِّحْ بِحَمْدِ رَبِّكَ قَبْلَ طُلُوعِ ٱلشَّمْسِ وَقَبْلَ ٱلْغُرُوبِ,"So be patient, O Messenger, on what the Jews and others say, and pray the Fajr prayer to your Lord, praising Him before sunrise, and pray Asr before sunset."
"And glorify Him for some portion of the night, and additional adorations.",39,50,وَمِنَ ٱلَّيْلِ فَسَبِّحْهُ وَأَدْبَٰرَ ٱلسُّجُودِ,Glorify Him at night and after the prayers.
"Take heed that the day the crier calls from a place close (to every one),",40,50,وَٱسْتَمِعْ يَوْمَ يُنَادِ ٱلْمُنَادِ مِن مَّكَانٍ قَرِيبٍ,"O Messenger, listen on the day when the angel appointed to blow the trumpet a second time calls from a close place."
"The day they actually hear the blast, will be the Day of rising of the dead.",41,50,يَوْمَ يَسْمَعُونَ ٱلصَّيْحَةَ بِٱلْحَقِّ ذَٰلِكَ يَوْمُ ٱلْخُرُوجِ,"On the day the creation will hear the blast of the resurrection, in truth without any doubt. That day which they will hear it in is the day the dead will come out of their graves for the accounting and resurrection."
"We are the one who give life and death, and to Us will be the destination.",42,50,إِنَّا نَحْنُ نُحْىِۦ وَنُمِيتُ وَإِلَيْنَا ٱلْمَصِيرُ,It is I who gives life and death. There is nobody to give life and death besides Me. And to Me alone is the return of the servants on the day of judgment.
The day the earth will split asunder they will come out hurriedly. This gathering together is easy for Us.,43,50,يَوْمَ تَشَقَّقُ ٱلْأَرْضُ عَنْهُمْ سِرَاعًا ذَٰلِكَ حَشْرٌ عَلَيْنَا يَسِيرٌ,"On the day the earth will break away from them, then they will come out quickly. That is an easy gathering for Me."
We are cognisant of what they say; but it is not for you to compel them. So keep on reminding through the Qur'an whoever fears My warning.,44,50,نَّحْنُ أَعْلَمُ بِمَا يَقُولُونَ وَمَآ أَنتَ عَلَيْهِم بِجَبَّارٍ فَذَكِّرْ بِٱلْقُرْءَانِ مَن يَخَافُ وَعِيدِ,"I know best what these deniers say. And you are not imposed on them, O Messenger, to force them to accept faith. You are only a conveyer of what Allah has ordered you to convey, so remind through the Qur’ān he who fears my warning to the disbelievers and the sinful, because the fearful is the one who takes advice and takes reminders when reminded."
"I CALL TO witness those who scatter (dust) by dispersing,",0,51,بِسْمِ ٱللَّهِ ٱلرَّحْمَٰنِ ٱلرَّحِيمِ وَٱلذَّٰرِيَٰتِ ذَرْوًا,"Allah swears by the wind which scatter dust,"
"And those who bear the load (of rain),",1,51,فَٱلْحَٰمِلَٰتِ وِقْرًا,"And by the clouds that carry plenty of water,"
"And those who move (on the water) gently,",2,51,فَٱلْجَٰرِيَٰتِ يُسْرًا,"And the ships which sail in the sea with ease,"
"And those who distribute (it) by command,",3,51,فَٱلْمُقَسِّمَٰتِ أَمْرًا,And by the angels which distribute the matters of the servants which Allah has ordered them to distribute.
Verily the promise made to you is true:,4,51,إِنَّمَا تُوعَدُونَ لَصَادِقٌ,The reckoning and reward which Allah promises you is true without doubt.
The Judgement will indeed take place.,5,51,وَإِنَّ ٱلدِّينَ لَوَٰقِعٌ,And the reckoning of the servants is going to occur on the day of judgment without doubt.
The heavens webbed-with-tracks is witness,6,51,وَٱلسَّمَآءِ ذَاتِ ٱلْحُبُكِ,And Allah swears by the sky which has pathways.
"You are surely caught in contradictions.,",7,51,إِنَّكُمْ لَفِى قَوْلٍ مُّخْتَلِفٍ,"O people of Makkah, you are in a contradicting and conflicting speech. Sometimes you say: The Qur’ān is magic, at times you say poetry. And you say: Muhammad is a magician at times, and sometimes that he is a poet."
From which only he turns who is turned away.,8,51,يُؤْفَكُ عَنْهُ مَنْ أُفِكَ,"Turned away from faith in the Qur’ān and the Prophet (peace be upon him) is he who he is turned away from it in Allah’s knowledge, due to His knowing that he will not believe, and so he is not enabled to be guided."
"Perish will those who just guess and speculate,",9,51,قُتِلَ ٱلْخَرَّٰصُونَ,Cursed are these liars who said regarding the Qur’ān and their Prophet what they said.
Who are lost in deception.,10,51,ٱلَّذِينَ هُمْ فِى غَمْرَةٍ سَاهُونَ,"Those who are in ignorance and absentminded of the abode of the afterlife, not caring about it."
"They ask: ""When is the Day of Judgement?"" --",11,51,يَسْـَٔلُونَ أَيَّانَ يَوْمُ ٱلدِّينِ,They ask: “When is the day of reward?” whilst they do not work for it.
"The day they will be burnt in the Fire,",12,51,يَوْمَ هُمْ عَلَى ٱلنَّارِ يُفْتَنُونَ,So Allah answers their question: the day they will be punished on the fire.
"(And told:) ""Taste your punishment. This is what you were trying to hasten.""",13,51,ذُوقُوا۟ فِتْنَتَكُمْ هَٰذَا ٱلَّذِى كُنتُم بِهِۦ تَسْتَعْجِلُونَ,It will be said to them: “Taste your punishment. This is what you used to mockingly ask for quickly when you used to be warned of it”.
"Surely those who fear God and follow the straight path will be amidst gardens and fresh springs of water,",14,51,إِنَّ ٱلْمُتَّقِينَ فِى جَنَّٰتٍ وَعُيُونٍ,Those who are mindful of their Lord by carrying out His commands and refraining from His prohibitions will be in gardens and running springs on the day of judgment.
Receiving what is given them by their Lord. They were surely the virtuous before this.,15,51,ءَاخِذِينَ مَآ ءَاتَىٰهُمْ رَبُّهُمْ إِنَّهُمْ كَانُوا۟ قَبْلَ ذَٰلِكَ مُحْسِنِينَ,"Taking the generous reward their Lord has given them. Before this generous reward, they used to do good in the world."
"They slept little in the night,",16,51,كَانُوا۟ قَلِيلًا مِّنَ ٱلَّيْلِ مَا يَهْجَعُونَ,"They used to pray at night, not sleeping except a little."
"And every morning asked forgiveness,",17,51,وَبِٱلْأَسْحَارِ هُمْ يَسْتَغْفِرُونَ,And at the time of morning they seek forgiveness from Allah for their sins.
In whose wealth the suppliant and the deprived had a share.,18,51,وَفِىٓ أَمْوَٰلِهِمْ حَقٌّ لِّلسَّآئِلِ وَٱلْمَحْرُومِ,"And in their wealth is a right for the beggar amongst people and the one who does not ask out of shyness, and so people deprive him of charity."
"There are signs in the earth for those who are firm in their faith,",19,51,وَفِى ٱلْأَرْضِ ءَايَٰتٌ لِّلْمُوقِنِينَ,"And in the earth and the mountains, seas, rivers, trees, plants and animals that Allah has placed in them are proof of Allah’s power for those who have conviction that Allah is their Creator and Fashioner."
And within yourselves. Can you not perceive?,20,51,وَفِىٓ أَنفُسِكُمْ أَفَلَا تُبْصِرُونَ,"And in your own selves, O people, are proof of Allah’s power; do you not see to take lessons?"
"There is in the heavens your sustenance, and whatever has been promised you.",21,51,وَفِى ٱلسَّمَآءِ رِزْقُكُمْ وَمَا تُوعَدُونَ,"And in the heavens is your worldly and religious provision, and in it is the reward of this world and the afterlife you are promised."
"By the Lord of the heavens and the earth, this is certainly true even as you speak.",22,51,فَوَرَبِّ ٱلسَّمَآءِ وَٱلْأَرْضِ إِنَّهُۥ لَحَقٌّ مِّثْلَ مَآ أَنَّكُمْ تَنطِقُونَ,"By the Lord of the heavens and earth, the resurrection is true without any doubt, just as there is no doubt in your speech when you speak."
Has the story of Abraham's honoured guests come to you?,23,51,هَلْ أَتَىٰكَ حَدِيثُ ضَيْفِ إِبْرَٰهِيمَ ٱلْمُكْرَمِينَ,"O Messenger, has the story of the guests of Abraham (peace be upon him) - the angels whom he honoured - come to you?"
"When they came to him, they said: ""Peace."" He answered: ""Peace."" They were a people he did not recognise.",24,51,إِذْ دَخَلُوا۟ عَلَيْهِ فَقَالُوا۟ سَلَٰمًا قَالَ سَلَٰمٌ قَوْمٌ مُّنكَرُونَ,"When they came to him and said, ٌ”Peace”. Abraham said in reply: “Peace”, and he said to himself: “These are people we do not recognise”."
"So he hurried to the house and brought a fatted calf,",25,51,فَرَاغَ إِلَىٰٓ أَهْلِهِۦ فَجَآءَ بِعِجْلٍ سَمِينٍ,"Then he moved to his family secretly, then he brought from them a whole fat calf, thinking them to be humans."
"And placing it before them said: ""Won't you eat?""",26,51,فَقَرَّبَهُۥٓ إِلَيْهِمْ قَالَ أَلَا تَأْكُلُونَ,He then put the calf close to them and addressed them softly: “Do you not eat the food presented to you?”
